Change Attribute Type,Change Package,Change Parameter Type,Change Return Type,Change Variable Type,Extract And Move Method,Extract Attribute,Extract Class,Extract Interface,Extract Method,Extract Subclass,Extract Superclass,Extract Variable,Inline Method,Inline Variable,Merge Parameter,Merge Variable,Move And Inline Method,Move And Rename Attribute,Move And Rename Class,Move And Rename Method,Move Attribute,Move Class,Move Method,Move Source Folder,Parameterize Variable,Pull Up Attribute,Pull Up Method,Push Down Attribute,Push Down Method,Rename Attribute,Rename Class,Rename Method,Rename Parameter,Rename Variable,Replace Attribute,Replace Variable With Attribute,Split Parameter,Split Variable
0.10119481645318361,0.07105406374026042,0.11329812210304956,0.10381799927870322,0.08736361353805472,0.12786693548387096,0.05953693495038589,0.7356999974679057,0.16344177244102195,0.06680230692619586,0.2419307511737089,0.19708859412972857,0.04971199902126612,0.13190766781639693,0.0836016491023798,0.1488395958320177,0.12325045768617493,0.2017700465400168,0.18835559953818243,0.1809852230787865,0.4177306004057734,0.46743509837925235,0.13683156680523212,0.0,0.03424731531297941,0.08658127344109841,0.18104151559100798,0.1882841079276227,0.20395130170117942,0.2189627260137705,0.09981753154804048,0.10213147937179591,0.08869503904748396,0.1119453093592948,0.07685779949105419,0.21322762361777592,0.1000085810794998,0.13402187120291617,0.11577608142493638
0.007407092336484943,0.054276119303927686,0.00823361941133013,0.007521630780527587,0.0071733001948264515,0.004149193548387097,0.003912921287588906,0.013875876737649711,0.017799458348288576,0.0031566051180757834,0.012947476525821596,0.011447602058768176,0.0031126013409223142,0.006086495091536217,0.004556417598346145,0.007222923902747079,0.004783558731471092,0.00494392309452964,0.004288306119082963,0.028000626986049562,0.006603460645380277,0.008615519017380986,0.029026196849993833,0.009365951663416652,0.0,0.004869168512710284,0.008735949963741841,0.008224693722226313,0.009402684928528724,0.01020109617897755,0.005574268043813252,0.012439986980226218,0.0049346399182664934,0.005850165492430243,0.004920391318907021,0.008554141456290423,0.004532370172167659,0.007654921020656136,0.007951653944020356
0.019756297142486775,0.009995088734619111,0.02768035156113367,0.023628426024300986,0.037183354044900134,0.031903225806451614,0.024601681907603173,0.026194515483756616,0.023134401409599634,0.06892337888012401,0.02589495305164319,0.023958955559737826,0.02140553582123312,0.03638100291854603,0.04820772987037675,0.049257972844963686,0.07004074883363846,0.03819333180743115,0.02111166089394689,0.022749618820981234,0.028257565822462565,0.023783135357855346,0.013380150559944671,0.023326242392010872,0.0047967848577169896,0.0,0.024134336475707036,0.02359382288674474,0.028180879395619328,0.025785562425637325,0.022151305651576362,0.017223228090161934,0.02642977105984266,0.03504494862783011,0.03868904457584394,0.02983517629876904,0.03613414567552598,0.11846901579586877,0.07792620865139949
0.02466701504508665,0.016485923251523156,0.029599904181360093,0.0274894215221528,0.023222380781361074,0.04,0.017629764143805262,0.051471146785506294,0.08911149541553823,0.018618761277310363,0.05252347417840376,0.40771956238902207,0.01316311709668838,0.030013266118333777,0.020999916832012546,0.03544363751184086,0.025571369515147935,0.05018692301823453,0.21556984990928582,0.04866266725565356,0.05783428090936442,0.04786942745752546,0.036783927375260865,0.047207941854281156,0.008329552084008556,0.02335884894611015,0.0,0.513818303830825,0.0567422142507745,0.053482611324582104,0.022695327141726708,0.02897408251281634,0.024567332498730624,0.02697672112666341,0.017671305643452147,0.19361568954725641,0.02284127343219777,0.025394896719319562,0.02385496183206107
0.03238805305074172,0.021516651844379255,0.04173198551273042,0.03942114309293357,0.031237916045584516,0.05146774193548387,0.021780487277601228,0.06773985263211202,0.10403954710085817,0.025993549274293357,0.07621772300469483,0.5210991007208962,0.017804990120193643,0.042642610772088085,0.029791961219955563,0.04633722766024629,0.036969231677788934,0.06930647745479515,0.2091373907306614,0.0656839135329239,0.08056067700900262,0.053886925795053005,0.04662860348759319,0.0679755362524375,0.010857587346859402,0.031616695545368806,0.7113963923132705,0.0,0.07478667318876026,0.08884511108077006,0.029287357877639416,0.03978151192123037,0.0356669318483161,0.03957052801300228,0.024366353729342483,0.18631337366993533,0.026507734673021865,0.03766707168894289,0.03371501272264631
0.013651572969075338,0.00793766675073337,0.014935624501165404,0.013835685129048224,0.012444950138624476,0.01472983870967742,0.006798970966556413,0.03157521586103867,0.02594054883022808,0.0076456518024944475,0.7803330399061033,0.045839504455482,0.005629142370214625,0.014003714513133456,0.009653427115140138,0.0170903062835491,0.01133880588200555,0.028641184100099183,0.02028698664027709,0.023084486370178264,0.029244999189996065,0.02438292934166091,0.017355745629626405,0.02217396442711103,0.003738035046779456,0.011372359792073345,0.023658448150833938,0.022521748381658525,0.0,0.5354112621662213,0.010985850235308816,0.013881825209536984,0.010151934695421402,0.012424596130570347,0.007994136106466317,0.03797204256206969,0.010851165076566633,0.02381530984204131,0.010814249363867684
0.01810858874332612,0.011707394772820791,0.021355685362960796,0.02024937807106181,0.016981365946370286,0.019661290322580644,0.008128499470350433,0.043564682348770666,0.039008712108852414,0.010581398740691661,0.9475132042253521,0.06587076238247593,0.008179825278932042,0.019856725921995225,0.013710836788765193,0.0214714240606252,0.016476702297289317,0.03801022354467078,0.028533729176975095,0.03164142097838323,0.04198906108972529,0.029552892702071898,0.022987838645008862,0.033167878035809256,0.005650266848166634,0.014497839580637379,0.031068709209572155,0.03727709443257797,0.7459644545899233,0.0,0.01440225313398026,0.019748352184880788,0.015361006785772286,0.018214406194191436,0.011200952882699223,0.044439808053411224,0.013105648690605279,0.02563791008505468,0.023536895674300253
0.36458004196744687,0.14525399206233325,0.2642962152697178,0.20331904819150537,0.19776526961586666,0.19385887096774193,0.16879607410770261,0.30525662775681767,0.23370966163082846,0.1398292724598184,0.23125733568075119,0.20007528087129425,0.11629577679177294,0.22661713982488724,0.1765834590754096,0.2979554783706978,0.2614421543731176,0.29062333104448007,0.39023585683654954,0.33040027359391255,0.2542640921398761,0.2994406269151031,0.158312838705465,0.22659989363588015,0.04627168816576997,0.18665145965389424,0.19758430021754894,0.18415948540423757,0.2293874667101473,0.21584193177163588,0.0,0.2944782935958988,0.2995740648235514,0.3562964184441879,0.22756291741792348,0.3329856040058419,0.2340060379595753,0.2550425273390036,0.3905852417302799
0.18658601301152888,0.089053187676706,0.17465596974505246,0.16893398618272634,0.16639704550294146,0.06811290322580645,0.05895323950969583,0.15700250677335223,0.20940059385910528,0.054234226350464425,0.1952024647887324,0.17614087342176107,0.04593647618817297,0.09574422923852481,0.07608088680836908,0.12298705399431639,0.10269887202503987,0.10850690470740826,0.1413491670790038,0.24906308334639554,0.12983977350747133,0.11857992254834208,0.11015590426650997,0.11866394847249305,0.052851061990881784,0.07427675301033053,0.12910170413343003,0.12802697372189897,0.14835045382901244,0.15147555052760928,0.15071607804756154,0.0,0.12272771189349976,0.11956626002196506,0.10061769399332676,0.15919048612559983,0.08030330215541115,0.10972053462940462,0.1319974554707379
0.24863585543105754,0.1488246147311414,0.28530847984363755,0.32056659702795404,0.23590845381532485,0.2466008064516129,0.17260090364701558,0.28268933735092294,0.2951838679152935,0.19480733249157198,0.28378080985915494,0.2979895097742392,0.14010973769078552,0.325460334306182,0.2224981287202823,0.33517524471108306,0.31028169845863107,0.36910048065918977,0.334817746989939,0.33642788947945906,0.32193413510865626,0.2644732896092212,0.17156482227107078,0.25495774980795366,0.05186793716643979,0.2819950430987213,0.2708257795503988,0.28398517099997544,0.2684113267025382,0.2915016871793872,0.37933264961892466,0.30363536496053384,0.0,0.3562479185460377,0.2613326614288659,0.35614437721677444,0.2519873000023403,0.3419198055893074,0.383587786259542
