id,commits,exceptionsCount,gitUrl,javaLoc,numberOfProductionFiles,numberOfTestFiles,productionLoc,testLoc,refactoring,Refactorings_Count
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Move Source Folder,2017
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Parameterize Variable,43
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Pull Up Attribute,160
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Pull Up Method,277
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Push Down Attribute,16
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Push Down Method,39
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Rename Attribute,156
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Rename Class,153
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Rename Method,356
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Rename Parameter,334
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Rename Variable,429
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Replace Variable With Attribute,29
18596,9027,0,https://github.com/halestudio/hale,213275,3328,174,197821,15454,Split Parameter,1
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Change Attribute Type,1144
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Change Package,65
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Change Parameter Type,1371
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Change Return Type,926
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Change Variable Type,1810
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract And Move Method,180
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Attribute,29
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Class,57
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Interface,37
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Method,762
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Subclass,16
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Superclass,111
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Extract Variable,436
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Inline Method,222
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Inline Variable,135
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Merge Parameter,6
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Merge Variable,9
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move And Inline Method,63
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move And Rename Attribute,2
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move And Rename Class,75
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move And Rename Method,38
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move Attribute,348
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move Class,535
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move Method,344
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Move Source Folder,1245
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Parameterize Variable,42
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Pull Up Attribute,175
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Pull Up Method,257
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Push Down Attribute,68
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Push Down Method,101
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Rename Attribute,529
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Rename Class,190
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Rename Method,803
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Rename Parameter,866
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Rename Variable,682
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Replace Attribute,4
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Replace Variable With Attribute,80
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Split Parameter,6
18901,5234,3,https://github.com/dworkin/reddwarf,94935,470,139,44992,49943,Split Variable,2
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Change Attribute Type,489
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Change Package,1272
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Change Parameter Type,551
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Change Return Type,902
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Change Variable Type,556
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract And Move Method,49
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Attribute,25
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Class,33
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Interface,23
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Method,202
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Subclass,4
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Superclass,52
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Extract Variable,71
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Inline Method,53
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Inline Variable,31
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Merge Parameter,5
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Merge Variable,1
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move And Inline Method,2
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move And Rename Class,34
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move And Rename Method,59
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move Attribute,116
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move Class,1663
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move Method,279
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Move Source Folder,4866
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Parameterize Variable,11
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Pull Up Attribute,60
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Pull Up Method,140
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Push Down Attribute,5
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Push Down Method,21
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Rename Attribute,130
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Rename Class,111
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Rename Method,4208
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Rename Parameter,271
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Rename Variable,306
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Replace Attribute,1
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Replace Variable With Attribute,16
18910,5380,0,https://github.com/dana-i2cat/opennaas,139930,1979,263,108695,31235,Split Variable,2
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Change Attribute Type,404
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Change Package,194
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Change Parameter Type,439
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Change Return Type,431
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Change Variable Type,454
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract And Move Method,97
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Attribute,25
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Class,17
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Interface,3
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Method,241
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Subclass,3
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Superclass,63
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Extract Variable,191
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Inline Method,40
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Inline Variable,68
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Merge Parameter,6
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Merge Variable,9
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move And Inline Method,10
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move And Rename Attribute,8
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move And Rename Class,28
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move And Rename Method,13
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move Attribute,69
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move Class,349
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move Method,106
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Move Source Folder,159
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Parameterize Variable,17
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Pull Up Attribute,46
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Pull Up Method,154
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Push Down Attribute,6
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Push Down Method,8
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Rename Attribute,207
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Rename Class,108
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Rename Method,288
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Rename Parameter,342
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Rename Variable,305
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Replace Variable With Attribute,8
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Split Parameter,1
18982,3370,0,https://github.com/GlowstoneMC/GlowstonePlusPlus,85448,1097,205,78042,7406,Split Variable,1
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Change Attribute Type,491
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Change Package,358
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Change Parameter Type,1078
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Change Return Type,1022
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Change Variable Type,578
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract And Move Method,77
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Attribute,14
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Class,29
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Interface,41
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Method,387
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Subclass,8
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Superclass,60
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Extract Variable,149
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Inline Method,25
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Inline Variable,32
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Merge Parameter,18
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Merge Variable,10
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move And Inline Method,24
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move And Rename Attribute,2
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move And Rename Class,208
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move And Rename Method,39
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move Attribute,130
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move Class,570
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move Method,133
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Move Source Folder,1870
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Parameterize Variable,26
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Pull Up Attribute,124
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Pull Up Method,212
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Push Down Attribute,25
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Push Down Method,63
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Rename Attribute,351
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Rename Class,272
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Rename Method,965
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Rename Parameter,496
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Rename Variable,203
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Replace Attribute,1
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Replace Variable With Attribute,12
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Split Parameter,2
18984,2821,0,https://github.com/leapframework/framework,243184,3030,902,207134,36050,Split Variable,1
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Change Attribute Type,221
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Change Package,617
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Change Parameter Type,333
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Change Return Type,550
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Change Variable Type,1320
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract And Move Method,32
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Attribute,10
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Class,9
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Interface,15
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Method,220
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Subclass,2
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Superclass,109
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Extract Variable,107
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Inline Method,40
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Inline Variable,11
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Merge Parameter,3
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Merge Variable,5
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move And Inline Method,14
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move And Rename Attribute,11
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move And Rename Class,62
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move And Rename Method,41
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move Attribute,158
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move Class,918
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move Method,146
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Move Source Folder,485
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Parameterize Variable,16
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Pull Up Attribute,158
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Pull Up Method,168
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Push Down Attribute,9
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Push Down Method,23
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Rename Attribute,167
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Rename Class,429
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Rename Method,229
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Rename Parameter,244
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Rename Variable,558
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Replace Attribute,1
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Replace Variable With Attribute,20
19169,3983,0,https://github.com/dkpro/dkpro-tc,43139,343,160,27523,15616,Split Variable,2
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Change Attribute Type,1012
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Change Package,573
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Change Parameter Type,2463
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Change Return Type,1341
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Change Variable Type,1872
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract And Move Method,130
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Attribute,76
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Class,77
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Interface,88
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Method,617
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Subclass,15
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Superclass,253
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Extract Variable,547
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Inline Method,158
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Inline Variable,113
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Merge Parameter,74
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Merge Variable,8
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move And Inline Method,59
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move And Rename Attribute,15
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move And Rename Class,88
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move And Rename Method,62
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move Attribute,322
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move Class,2346
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move Method,443
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Move Source Folder,3873
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Parameterize Variable,46
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Pull Up Attribute,234
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Pull Up Method,694
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Push Down Attribute,52
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Push Down Method,187
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Rename Attribute,511
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Rename Class,325
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Rename Method,1115
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Rename Parameter,913
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Rename Variable,757
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Replace Attribute,5
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Replace Variable With Attribute,67
19354,10722,4,https://github.com/orbisgis/orbisgis,100793,988,103,90489,10304,Split Parameter,5
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Change Attribute Type,700
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Change Package,349
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Change Parameter Type,1182
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Change Return Type,877
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Change Variable Type,4221
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract And Move Method,399
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Attribute,117
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Class,86
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Interface,36
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Method,1192
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Subclass,4
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Superclass,40
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Extract Variable,556
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Inline Method,331
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Inline Variable,332
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Merge Parameter,7
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Merge Variable,6
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move And Inline Method,149
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move And Rename Attribute,2
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move And Rename Class,55
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move And Rename Method,291
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move Attribute,478
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move Class,1205
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move Method,786
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Move Source Folder,480
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Parameterize Variable,90
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Pull Up Attribute,67
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Pull Up Method,101
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Push Down Attribute,14
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Push Down Method,37
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Rename Attribute,476
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Rename Class,293
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Rename Method,1793
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Rename Parameter,1071
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Rename Variable,1643
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Replace Attribute,1
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Replace Variable With Attribute,228
19414,9590,5,https://github.com/eclipse/rap,511078,3503,1533,357834,153244,Split Variable,6
