id,commits,exceptionsCount,gitUrl,javaLoc,numberOfProductionFiles,numberOfTestFiles,productionLoc,testLoc,refactoring,Refactorings_Count
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Pull Up Attribute,111
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Pull Up Method,130
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Push Down Attribute,24
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Push Down Method,49
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Rename Attribute,167
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Rename Class,59
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Rename Method,231
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Rename Parameter,197
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Rename Variable,401
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Replace Variable With Attribute,60
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Split Parameter,2
6284,2355,9,https://github.com/lindenb/jvarkit,195856,736,227,183843,12013,Split Variable,1
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Change Attribute Type,479
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Change Package,266
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Change Parameter Type,881
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Change Return Type,1517
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Change Variable Type,231
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract And Move Method,62
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract Attribute,6
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract Class,23
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract Interface,3
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract Method,222
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract Superclass,108
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Extract Variable,83
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Inline Method,18
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Inline Variable,46
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Merge Parameter,7
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move And Inline Method,23
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move And Rename Class,132
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move And Rename Method,28
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move Attribute,227
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move Class,503
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move Method,117
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Move Source Folder,214
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Parameterize Variable,3
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Pull Up Attribute,67
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Pull Up Method,215
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Push Down Attribute,43
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Push Down Method,3
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Rename Attribute,280
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Rename Class,515
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Rename Method,465
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Rename Parameter,620
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Rename Variable,135
6300,4435,9,https://github.com/cloudfoundry/cf-java-client,104550,1534,751,34147,70403,Split Parameter,1
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Change Attribute Type,796
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Change Package,182
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Change Parameter Type,962
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Change Return Type,536
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Change Variable Type,1020
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract And Move Method,325
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Attribute,12
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Class,39
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Interface,18
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Method,419
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Subclass,5
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Superclass,92
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Extract Variable,277
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Inline Method,28
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Inline Variable,27
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Merge Parameter,14
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Merge Variable,4
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move And Inline Method,18
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move And Rename Attribute,1
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move And Rename Class,39
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move And Rename Method,37
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move Attribute,238
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move Class,278
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move Method,239
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Move Source Folder,129
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Parameterize Variable,26
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Pull Up Attribute,71
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Pull Up Method,65
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Push Down Attribute,24
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Push Down Method,29
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Rename Attribute,426
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Rename Class,166
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Rename Method,506
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Rename Parameter,475
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Rename Variable,397
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Replace Variable With Attribute,32
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Split Parameter,3
6316,2752,5,https://github.com/apache/tez,190116,831,288,104972,85144,Split Variable,1
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Change Attribute Type,723
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Change Package,344
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Change Parameter Type,1221
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Change Return Type,823
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Change Variable Type,1349
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract And Move Method,171
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Attribute,80
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Class,84
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Interface,68
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Method,663
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Subclass,15
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Superclass,188
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Extract Variable,340
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Inline Method,91
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Inline Variable,85
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Merge Parameter,25
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Merge Variable,8
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move And Inline Method,40
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move And Rename Attribute,3
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move And Rename Class,77
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move And Rename Method,85
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move Attribute,313
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move Class,992
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move Method,440
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Move Source Folder,1324
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Parameterize Variable,81
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Pull Up Attribute,141
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Pull Up Method,416
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Push Down Attribute,81
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Push Down Method,120
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Rename Attribute,341
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Rename Class,281
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Rename Method,622
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Rename Parameter,629
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Rename Variable,524
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Replace Variable With Attribute,38
6352,8781,1,https://github.com/spring-projects/spring-ide,306229,3625,514,258366,47863,Split Parameter,2
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Change Attribute Type,790
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Change Package,3
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Change Parameter Type,1759
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Change Return Type,1044
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Change Variable Type,2767
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract And Move Method,65
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Attribute,18
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Class,25
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Interface,8
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Method,381
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Subclass,3
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Superclass,30
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Extract Variable,428
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Inline Method,31
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Inline Variable,51
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Merge Parameter,6
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Merge Variable,5
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move And Inline Method,23
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move And Rename Attribute,1
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move And Rename Class,19
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move And Rename Method,12
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move Attribute,103
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move Class,88
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move Method,146
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Move Source Folder,1806
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Parameterize Variable,38
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Pull Up Attribute,5
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Pull Up Method,84
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Push Down Attribute,5
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Push Down Method,27
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Rename Attribute,173
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Rename Class,104
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Rename Method,396
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Rename Parameter,375
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Rename Variable,332
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Replace Variable With Attribute,24
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Split Parameter,1
6423,8130,3,https://github.com/eclipse/org.aspectj,458508,1486,5642,163344,295164,Split Variable,1
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Change Attribute Type,287
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Change Package,1466
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Change Parameter Type,431
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Change Return Type,543
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Change Variable Type,801
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract And Move Method,86
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Attribute,28
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Class,28
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Interface,22
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Method,375
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Subclass,6
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Superclass,88
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Extract Variable,216
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Inline Method,66
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Inline Variable,56
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Merge Parameter,5
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Merge Variable,3
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move And Inline Method,10
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move And Rename Attribute,3
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move And Rename Class,86
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move And Rename Method,57
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move Attribute,164
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move Class,1950
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move Method,197
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Move Source Folder,2177
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Parameterize Variable,21
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Pull Up Attribute,63
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Pull Up Method,138
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Push Down Attribute,6
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Push Down Method,19
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Rename Attribute,241
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Rename Class,136
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Rename Method,578
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Rename Parameter,299
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Rename Variable,488
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Replace Variable With Attribute,14
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Split Parameter,2
6437,4312,5,https://github.com/apache/dubbo,169117,1285,959,89541,79576,Split Variable,2
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Change Attribute Type,33
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Change Package,2
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Change Parameter Type,205
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Change Return Type,131
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Change Variable Type,1149
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Extract And Move Method,5
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Extract Attribute,4
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Extract Class,5
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Extract Method,61
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Extract Superclass,4
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Extract Variable,48
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Inline Method,18
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Inline Variable,15
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Merge Parameter,3
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Merge Variable,2
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Move And Rename Class,3
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Move And Rename Method,15
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Move Attribute,6
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Move Class,15
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Move Method,37
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Parameterize Variable,3
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Pull Up Attribute,23
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Pull Up Method,34
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Push Down Method,2
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Rename Attribute,65
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Rename Class,17
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Rename Method,170
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Rename Parameter,121
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Rename Variable,123
6530,3167,1,https://github.com/salesforce/Argus,75851,415,164,45939,29912,Replace Variable With Attribute,3
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Change Attribute Type,501
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Change Package,398
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Change Parameter Type,1046
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Change Return Type,730
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Change Variable Type,1421
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract And Move Method,89
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Attribute,719
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Class,132
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Interface,18
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Method,797
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Subclass,13
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Superclass,54
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Extract Variable,487
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Inline Method,161
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Inline Variable,115
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Merge Parameter,10
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Merge Variable,22
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move And Inline Method,10
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move And Rename Attribute,10
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move And Rename Class,130
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move And Rename Method,97
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move Attribute,495
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move Class,946
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move Method,851
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Move Source Folder,304
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Parameterize Variable,74
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Pull Up Attribute,144
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Pull Up Method,100
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Push Down Attribute,75
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Push Down Method,122
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Rename Attribute,750
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Rename Class,271
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Rename Method,1218
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Rename Parameter,1398
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Rename Variable,1896
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Replace Attribute,16
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Replace Variable With Attribute,42
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Split Parameter,4
6546,14346,2,https://github.com/qcadoo/mes,161336,2395,261,140661,20675,Split Variable,1
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Change Attribute Type,913
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Change Package,1711
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Change Parameter Type,1224
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Change Return Type,1122
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Change Variable Type,1279
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract And Move Method,293
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Attribute,40
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Class,108
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Interface,54
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Method,878
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Subclass,22
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Superclass,158
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Extract Variable,610
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Inline Method,120
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Inline Variable,118
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Merge Parameter,13
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Merge Variable,14
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move And Inline Method,38
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move And Rename Attribute,4
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move And Rename Class,133
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move And Rename Method,75
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move Attribute,451
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move Class,2061
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move Method,486
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Move Source Folder,922
6550,5081,13,https://github.com/ModeShape/modeshape,276694,1481,472,188455,88239,Parameterize Variable,92
